SMILES,Ingre_ID,Canonical_SMILES
OCC1OC(S/C(=N\OS(=O)(=O)O)/Cc2cn(c3c2cccc3)S(=O)(=O)O)C(C(C1O)O)O,1787,OCC1OC(S/C(=N\OS(=O)(=O)O)/Cc2cn(c3c2cccc3)S(=O)(=O)O)C(C(C1O)O)O
S/C(=N\OS(=O)(=O)O)/Cc1cn(c2c1cccc2)S(=O)(=O)O,1788,S/C(=N\OS(=O)(=O)O)/Cc1cn(c2c1cccc2)S(=O)(=O)O
OCC1C(COC1c1ccc(c(c1)OC)O)Cc1ccc(c(c1)OC)OC1OC(CO)C(C(C1O)O)O,1789,OCC1C(COC1c1ccc(c(c1)OC)O)Cc1ccc(c(c1)OC)OC1OC(CO)C(C(C1O)O)O
O=C1Nc2ccccc2C(=O)N2C1CCC2,1790,O=C1Nc2ccccc2C(=O)N2C1CCC2
CCCCOC1(CO)OCC(C(C1O)O)O,1791,CCCCOC1(CO)OCC(C(C1O)O)O
COC(=O)/C=C/c1ccc(cc1)O,1792,COC(=O)/C=C/c1ccc(cc1)O
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)O,1793,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)O
OCC1C(COC1c1ccc(c(c1)OC)OC1OC(CO)C(C(C1O)O)O)Cc1ccc(c(c1)OC)O,1794,OCC1C(COC1c1ccc(c(c1)OC)OC1OC(CO)C(C(C1O)O)O)Cc1ccc(c(c1)OC)O
OC(=O)Cc1c[nH]c2c1cccc2,1795,OC(=O)Cc1c[nH]c2c1cccc2
COc1cc(ccc1O)C1OCC2C1COC2c1ccc(c(c1)OC)O,1796,COc1cc(ccc1O)C1OCC2C1COC2c1ccc(c(c1)OC)O
O=Cc1ccc(cc1)O,1797,O=Cc1ccc(cc1)O
OCC1OC(Oc2ccc(cc2OC)CC2COC(C2CO)c2ccc(c(c2)OC)OC2OC(CO)C(C(C2O)O)O)C(C(C1O)O)O,1798,OCC1OC(Oc2ccc(cc2OC)CC2COC(C2CO)c2ccc(c(c2)OC)OC2OC(CO)C(C(C2O)O)O)C(C(C1O)O)O
OCC1C(COC1c1ccc(c(c1)OC)O)Cc1ccc(c(c1)OC)O,1799,OCC1C(COC1c1ccc(c(c1)OC)O)Cc1ccc(c(c1)OC)O
CC1CCCc2c1ccc1c2CCCC1,1800,CC1CCCc2c1ccc1c2CCCC1
Cc1cc(C)c(c(c1)C)C(=C)C,1801,Cc1cc(C)c(c(c1)C)C(=C)C
CCc1c(C=C)c(CC)c(c(c1C=C)CC)C=C,1802,CCc1c(C=C)c(CC)c(c(c1C=C)CC)C=C
O=C(CC([NH+](O)[O-])(C)C)C=C(C)C,1803,O=C(CC([NH+](O)[O-])(C)C)C=C(C)C
CC1=CC(=O)CC(C1)(C)C,1804,CC1=CC(=O)CC(C1)(C)C
c1ccc(cc1)c1ccc2c(n1)c1ccccc1C2,1805,c1ccc(cc1)c1ccc2c(n1)c1ccccc1C2
CC(=CCc1cccc2c1cc[nH]2)C,1806,CC(=CCc1cccc2c1cc[nH]2)C
COc1ccc2c(c1)ccc(c2)C(=O)C,1807,COc1ccc2c(c1)ccc(c2)C(=O)C
CCC(CCC(C)C)O,1808,CCC(CCC(C)C)O
CCCCCCCCCC/C=C/CCCCCC(=O)O,1809,CCCCCCCCCC/C=C/CCCCCC(=O)O
Cc1cc(C)cc(c1)C,1810,Cc1cc(C)cc(c1)C
O=C1OC(=O)C2C1C1CCC2O1,1811,O=C1OC(=O)C2C1C1CCC2O1
O=C1OC(=O)C2(C1(C)C1CCC2O1)C,1812,O=C1OC(=O)C2(C1(C)C1CCC2O1)C
OC=O,1813,OC=O
CC(Cc1cc(C)ccc1C)C,1814,CC(Cc1cc(C)ccc1C)C
Cc1cc2CCCC(c2c(c1)C)C,1815,Cc1cc2CCCC(c2c(c1)C)C
Cc1ccc2c(c1)c(ccc2C)C(C)C,1816,Cc1ccc2c(c1)c(ccc2C)C(C)C
COC(=O)CCCCCCCCCCCCC(C)C,1817,COC(=O)CCCCCCCCCCCCC(C)C
c1ccc2c(c1)n[nH]n2,1818,c1ccc2c(c1)n[nH]n2
CC(=CC(=O)C([NH+](O)[O-])C(C)C)C,1819,CC(=CC(=O)C([NH+](O)[O-])C(C)C)C
C/C=C/Cc1cccc(c1C)C,1820,C/C=C/Cc1cccc(c1C)C
O=Cc1ccc(c(c1)O)OC,1821,O=Cc1ccc(c(c1)O)OC
Oc1cc(O)c2c(c1)oc(=O)cc2C,1822,Oc1cc(O)c2c(c1)oc(=O)cc2C
CC(C1CCC2C1(C)CCC1(C2(C)CC=C2C1CCC1C2(C)CCC(C1(C)C)O)C)C,1823,CC(C1CCC2C1(C)CCC1(C2(C)CC=C2C1CCC1C2(C)CCC(C1(C)C)O)C)C
Oc1cc2[OH+][C-](C=Cc2c(c1)O)c1ccc(c(c1)O)O,1824,Oc1cc2[OH+][C-](C=Cc2c(c1)O)c1ccc(c(c1)O)O
CC(C1CCC2C1(C)CCC1(C2(C)CCC2(C1CC=C1C2CCC(C1(C)C)O)C)C)C,1825,CC(C1CCC2C1(C)CCC1(C2(C)CCC2(C1CC=C1C2CCC(C1(C)C)O)C)C)C
COC1CCC2(C(C1(C)C)CCC1C2=CCC2(C1(C)CCC1(C2CCC1C(C)C)C)C)C,1826,COC1CCC2(C(C1(C)C)CCC1C2=CCC2(C1(C)CCC1(C2CCC1C(C)C)C)C)C
CCOC(=O)c1ccc(cc1)O,1827,CCOC(=O)c1ccc(cc1)O
CC(C1CCC2C1(C)CCC1(C2(C)CC=C2C1CCC1C2(C)CCC(C1(C)C)O)C)C,1828,CC(C1CCC2C1(C)CCC1(C2(C)CC=C2C1CCC1C2(C)CCC(C1(C)C)O)C)C
O=C(OC1CC(O)(CC(C1O)OC(=O)/C=C/c1ccc(c(c1)O)O)C(=O)O)/C=C\c1ccc(c(c1)O)O,1829,O=C(OC1CC(O)(CC(C1O)OC(=O)/C=C/c1ccc(c(c1)O)O)C(=O)O)/C=C\c1ccc(c(c1)O)O
COc1ccc2c(c1)c(=O)cc(o2)c1ccccc1,1830,COc1ccc2c(c1)c(=O)cc(o2)c1ccccc1
O=C(OC1C(O)CC(CC1OC(=O)/C=C\c1ccc(c(c1)O)O)(O)C(=O)O)/C=C/c1ccc(c(c1)O)O,1831,O=C(OC1C(O)CC(CC1OC(=O)/C=C\c1ccc(c(c1)O)O)(O)C(=O)O)/C=C/c1ccc(c(c1)O)O
O=C(OC1C(O)CC(CC1OC(=O)/C=C/c1ccc(c(c1)O)O)(O)C(=O)O)/C=C/c1ccc(c(c1)O)O,1832,O=C(OC1C(O)CC(CC1OC(=O)/C=C/c1ccc(c(c1)O)O)(O)C(=O)O)/C=C/c1ccc(c(c1)O)O
COC1CCC2(C(C1(C)C)CCC1C2=CCC2(C1(C)CCC1(C2CCC1C(C)C)C)C)C,1833,COC1CCC2(C(C1(C)C)CCC1C2=CCC2(C1(C)CCC1(C2CCC1C(C)C)C)C)C
OC(=O)C(=O)O,1834,OC(=O)C(=O)O
COc1ccc2c(c1)oc(=O)[nH]2,1835,COc1ccc2c(c1)oc(=O)[nH]2
OCC(NCC(=O)O)(CO)CO,1836,OCC(NCC(=O)O)(CO)CO
O=C1C=CC2(O1)CCC12C=CC(=O)O1,1837,O=C1C=CC2(O1)CCC12C=CC(=O)O1
CNC1CCc2c(c3c1cc(=O)c(cc3)OC)c(OC)c(c(c2)OC)OC,1838,CNC1CCc2c(c3c1cc(=O)c(cc3)OC)c(OC)c(c(c2)OC)OC
COC1CC(OC2CCC3(C(C2)(O)CCC2C3CCC3(C2(O)CCC3C2=CC(=O)OC2)C)C=O)OC(C1O)C,1839,COC1CC(OC2CCC3(C(C2)(O)CCC2C3CCC3(C2(O)CCC3C2=CC(=O)OC2)C)C=O)OC(C1O)C
OC(C(C(=O)O)O)C(=O)O,1840,OC(C(C(=O)O)O)C(=O)O
OC(C(C(=O)O)O)C(=O)O,1841,OC(C(C(=O)O)O)C(=O)O
OC1CCCCC1(C)C,1842,OC1CCCCC1(C)C
CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC,1843,CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC
CCCCCCCC/C=C/CCCCCCCC,1844,CCCCCCCC/C=C/CCCCCCCC
C=C1c2ccccc2c2c1cccc2,1845,C=C1c2ccccc2c2c1cccc2
CCCOC(=O)c1ccccc1C(=O)OCCC,1846,CCCOC(=O)c1ccccc1C(=O)OCCC
CC(C(O)C)O,1847,CC(C(O)C)O
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1848,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
CC(c1cccc(c1O)C(C)(C)C)(C)C,1849,CC(c1cccc(c1O)C(C)(C)C)(C)C
OCC1=CCC2CC1C2(C)C,1850,OCC1=CCC2CC1C2(C)C
OCC1CCC2CC1C2(C)C,1851,OCC1CCC2CC1C2(C)C
CC(=O)OC(=O)C,1852,CC(=O)OC(=O)C
CC(CCCC(C)C)CCCC(CCCC(=O)C)C,1853,CC(CCCC(C)C)CCCC(CCCC(=O)C)C
OCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C,1854,OCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C
C=C(C(C)C)CCC(C1CCC2(C1(C)CCC13C2CCC2C3(C1)CCC(C2(C)C)O)C)C,1855,C=C(C(C)C)CCC(C1CCC2(C1(C)CCC13C2CCC2C3(C1)CCC(C2(C)C)O)C)C
OCC1(C)C(O)CCC2(C1CCC1(C2C=CC2=C3C(CCC12C)(CCC(C3)(C)C)C(=O)O)C)C,1856,OCC1(C)C(O)CCC2(C1CCC1(C2C=CC2=C3C(CCC12C)(CCC(C3)(C)C)C(=O)O)C)C
O=C1C=C2C3CC(C)(C)CCC3(CCC2(C2(C1C1(C)CCC(C(C1CC2)(C)C)O)C)C)C(=O)O,1857,O=C1C=C2C3CC(C)(C)CCC3(CCC2(C2(C1C1(C)CCC(C(C1CC2)(C)C)O)C)C)C(=O)O
Cc1c(CC=C)cccc1O,1858,Cc1c(CC=C)cccc1O
OC1CCC2(C(C1(C)C)CCC1(C2C=CC2=C3CC(C)(C)CCC3(CCC12C)C(=O)O)C)C,1859,OC1CCC2(C(C1(C)C)CCC1(C2C=CC2=C3CC(C)(C)CCC3(CCC12C)C(=O)O)C)C
COC(=O)c1cc(O)c(c(c1)O)O,1860,COC(=O)c1cc(O)c(c(c1)O)O
CCOC(=O)c1cc(O)c(c(c1)O)O,1861,CCOC(=O)c1cc(O)c(c(c1)O)O
OC1C(O)C(COC2OCC(C(C2O)O)O)OC(C1O)O/C=C\1/CCC2CC1C2(C)C,1862,OC1C(O)C(COC2OCC(C(C2O)O)O)OC(C1O)O/C=C\1/CCC2CC1C2(C)C
O/C=C\1/CCC2CC1C2(C)C,1863,O/C=C\1/CCC2CC1C2(C)C
OCC1(C)C(O)CCC2(C1CCC1(C2C2OC32C2C1(C)CCC1(C2CC(=CC1)C)C(=O)O3)C)C,1864,OCC1(C)C(O)CCC2(C1CCC1(C2C2OC32C2C1(C)CCC1(C2CC(=CC1)C)C(=O)O3)C)C
OCC1OC(OC2(C)OC3C4(C2(O)CC4C(=O)C3)COC(=O)c2ccccc2)C(C(C1O)O)O,1865,OCC1OC(OC2(C)OC3C4(C2(O)CC4C(=O)C3)COC(=O)c2ccccc2)C(C(C1O)O)O
O=C1CC2C3(C1CC3(C(O2)(C)O)O)COC(=O)c1ccccc1,1866,O=C1CC2C3(C1CC3(C(O2)(C)O)O)COC(=O)c1ccccc1
CCCOC(=O)C(O)C,1867,CCCOC(=O)C(O)C
O=C(c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC1C(COC(=O)c2cc(O)c(c(c2)OC(=O)c2cc(O)c(c(c2)O)O)O)OC(C(C1OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O,1868,O=C(c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC1C(COC(=O)c2cc(O)c(c(c2)OC(=O)c2cc(O)c(c(c2)O)O)O)OC(C(C1OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O
OCC1OC(Oc2cc(O)c3c(c2)oc(c(c3=O)OC2OC(CO)C(C(C2O)O)O)c2ccc(cc2)O)C(C(C1O)O)O,1869,OCC1OC(Oc2cc(O)c3c(c2)oc(c(c3=O)OC2OC(CO)C(C(C2O)O)O)c2ccc(cc2)O)C(C(C1O)O)O
O=C1OC2C(C1C)CC(C(C2)(C)O)O,1870,O=C1OC2C(C1C)CC(C(C2)(C)O)O
O=C(c1ccccc1)OCC1C2OC3(C(O2)(CC1C(=O)C3)O)C,1871,O=C(c1ccccc1)OCC1C2OC3(C(O2)(CC1C(=O)C3)O)C
O=C1C(=C2C(C1=O)(C)C1(C)CCC3C(C1C=C2)(C)CCC(C3(C)C)O)O,1872,O=C1C(=C2C(C1=O)(C)C1(C)CCC3C(C1C=C2)(C)CCC(C3(C)C)O)O
OCC1OC2OC3CC4(C)OC(=O)C5(C3(OC2C(C1O)O)CC45)COC(=O)c1ccccc1,1873,OCC1OC2OC3CC4(C)OC(=O)C5(C3(OC2C(C1O)O)CC45)COC(=O)c1ccccc1
CCCCCCCCC(CCCCCC)CO,1874,CCCCCCCCC(CCCCCC)CO
O=C1OC2C(C1COC(=O)c1ccccc1)CC(=O)C(C2)(C)O,1875,O=C1OC2C(C1COC(=O)c1ccccc1)CC(=O)C(C2)(C)O
OCC1OC(OC23CC4C3(COC(=O)c3ccccc3)C3OC2(C)CC4(O3)O)C(C(C1O)O)O,1876,OCC1OC(OC23CC4C3(COC(=O)c3ccccc3)C3OC2(C)CC4(O3)O)C(C(C1O)O)O
O=C(c1ccccc1)OCC12C3OC4(C1CC2(O)C(O3)(C4)C)O,1877,O=C(c1ccccc1)OCC12C3OC4(C1CC2(O)C(O3)(C4)C)O
Oc1cc(cc(c1O)O)C(=O)C(C(C(=O)c1cc(O)c(c(c1)O)O)(C(=O)C(=O)c1cc(O)c(c(c1)O)O)O)(C(C(C(C(=O)c1cc(O)c(c(c1)O)O)O)O)O)O,1878,Oc1cc(cc(c1O)O)C(=O)C(C(C(=O)c1cc(O)c(c(c1)O)O)(C(=O)C(=O)c1cc(O)c(c(c1)O)O)O)(C(C(C(C(=O)c1cc(O)c(c(c1)O)O)O)O)O)O
OCC1OC(OC23CC4C3(COC(=O)c3ccccc3)C(=O)OC2(C)CC4O)C(C(C1O)O)O,1879,OCC1OC(OC23CC4C3(COC(=O)c3ccccc3)C(=O)OC2(C)CC4O)C(C(C1O)O)O
OC1CC2(C)OC(=O)C3(C1CC23O)COC(=O)c1ccccc1,1880,OC1CC2(C)OC(=O)C3(C1CC23O)COC(=O)c1ccccc1
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC1OC(CO)C(C(C1O)O)O)C,1881,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC1OC(CO)C(C(C1O)O)O)C
OC1CC(C=CC1O)C(=O)OCC12CC(C(O1)(COC(=O)c1ccccc1)OC13COc4c3c(C1)co4)(C(C2O)O)C,1882,OC1CC(C=CC1O)C(=O)OCC12CC(C(O1)(COC(=O)c1ccccc1)OC13COc4c3c(C1)co4)(C(C2O)O)C
ClCCCC(=O)O,1883,ClCCCC(=O)O
OC1C(OC(C(C1O)O)COC(=O)c1cc(O)c(c(c1)O)O)OC12CC3C2(COC(=O)c2ccccc2)C2OC1(C)CC3(O2)O,1884,OC1C(OC(C(C1O)O)COC(=O)c1cc(O)c(c(c1)O)O)OC12CC3C2(COC(=O)c2ccccc2)C2OC1(C)CC3(O2)O
OCC1OC(OC23CC4C3(COC(=O)c3ccc(cc3)O)C3OC2(C)CC4(O3)O)C(C(C1O)O)O,1885,OCC1OC(OC23CC4C3(COC(=O)c3ccc(cc3)O)C3OC2(C)CC4(O3)O)C(C(C1O)O)O
CC1C(=O)OC2C1CC(=O)C(C2)(C)O,1886,CC1C(=O)OC2C1CC(=O)C(C2)(C)O
O=C1OC2C(C1=C)CC(=O)C(C2)(C)O,1887,O=C1OC2C(C1=C)CC(=O)C(C2)(C)O
OCCCC/C=C\CC,1888,OCCCC/C=C\CC
CCC(=O)CC=C,1889,CCC(=O)CC=C
OCC(C(Cc1ccc(c(c1)OC)O)CO)Cc1ccc(c(c1)OC)O,1890,OCC(C(Cc1ccc(c(c1)OC)O)CO)Cc1ccc(c(c1)OC)O
CC(=CCc1c2occc2c(c2c1oc(=O)cc2)O)C,1891,CC(=CCc1c2occc2c(c2c1oc(=O)cc2)O)C
CCCCCCC/C=C\C(C#CC#CC(C=C)O)O,1892,CCCCCCC/C=C\C(C#CC#CC(C=C)O)O
CC(=CCOc1c2occc2cc2c1oc(=O)cc2)C,1893,CC(=CCOc1c2occc2cc2c1oc(=O)cc2)C
CC(=CCOc1c2ccoc2cc2c1ccc(=O)o2)C,1894,CC(=CCOc1c2ccoc2cc2c1ccc(=O)o2)C
CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(OCC[N+](C)(C)[CH2-])O,1895,CCCCCCCCCCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(OCC[N+](C)(C)[CH2-])O
O=c1ccc2c(o1)cc1c(c2)CC(O1)C(O)(C)C,1896,O=c1ccc2c(o1)cc1c(c2)CC(O1)C(O)(C)C
COc1c2ccc(=O)oc2cc2c1cco2,1897,COc1c2ccc(=O)oc2cc2c1cco2
OCC1OC(OC(C2Oc3c(C2)cc2c(c3)oc(=O)cc2)(C)C)C(C(C1O)O)O,1898,OCC1OC(OC(C2Oc3c(C2)cc2c(c3)oc(=O)cc2)(C)C)C(C(C1O)O)O
CCCCOC1(CO)OC(C(C1O)O)CO,1899,CCCCOC1(CO)OC(C(C1O)O)CO
CC(=CCc1ccc(c(=O)cc1C(C)C)O)C,1900,CC(=CCc1ccc(c(=O)cc1C(C)C)O)C
CCCCCCC/C=C\CC#CC#CC(C=C)O,1901,CCCCCCC/C=C\CC#CC#CC(C=C)O
O=c1ccc2c(o1)cc1c(c2)cco1,1902,O=c1ccc2c(o1)cc1c(c2)cco1
C/C(=C\COc1c2ccoc2cc2c1ccc(=O)o2)/CCC=C(C)C,1903,C/C(=C\COc1c2ccoc2cc2c1ccc(=O)o2)/CCC=C(C)C
OC/C=C/c1cc(OC)c(c(c1)OC)O,1904,OC/C=C/c1cc(OC)c(c(c1)OC)O
COc1c2oc(=O)ccc2cc2c1occ2,1905,COc1c2oc(=O)ccc2cc2c1occ2
O=c1ccc2c(o1)c(O)c1c(c2)cco1,1906,O=c1ccc2c(o1)c(O)c1c(c2)cco1
O=C(OC1CC(O)(CC(C1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O,1907,O=C(OC1CC(O)(CC(C1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O
COc1c2occc2c(c2c1oc(=O)cc2)OCC=C(C)C,1908,COc1c2occc2c(c2c1oc(=O)cc2)OCC=C(C)C
OCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C,1909,OCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C
OCC1(C)C(CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C)OC1OCC(C(C1O)O)O,1910,OCC1(C)C(CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C)OC1OCC(C(C1O)O)O
OCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C,1911,OCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C
OCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C,1912,OCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C
OCC1(C)C(CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C)OC1OC(C)C(C(C1OC1OCC(C(C1O)O)O)O)O,1913,OCC1(C)C(CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C)OC1OC(C)C(C(C1OC1OCC(C(C1O)O)O)O)O
OCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C,1914,OCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C
OCC1OC(OCC2OC(OC3C(C)OC(C(C3O)O)OC(=O)C34CCC(C4C4C(CC3)(C)C3(C)CCC5C(C3CC4)(C)CCC(C5(C)CO)OC3OC(C)C(C(C3OC3OCC(C(C3O)O)O)O)O)C(=C)C)C(C(C2O)O)O)C(C(C1O)O)O,1915,OCC1OC(OCC2OC(OC3C(C)OC(C(C3O)O)OC(=O)C34CCC(C4C4C(CC3)(C)C3(C)CCC5C(C3CC4)(C)CCC(C5(C)CO)OC3OC(C)C(C(C3OC3OCC(C(C3O)O)O)O)O)C(=C)C)C(C(C2O)O)O)C(C(C1O)O)O
OCC1(C)C(CCC2(C1CCC1(C2CC=C2C1(C)CCC1(C2CC(CC1)(C)C)C(=O)O)C)C)OC1OCC(C(C1O)O)O,1916,OCC1(C)C(CCC2(C1CCC1(C2CC=C2C1(C)CCC1(C2CC(CC1)(C)C)C(=O)O)C)C)OC1OCC(C(C1O)O)O
COc1cc2c(cc1OC)CCN(C2Cc1ccc(cc1)Oc1cc(ccc1O)CC1N(C)CCc2c1cc(OC)c(c2)OC)C,1917,COc1cc2c(cc1OC)CCN(C2Cc1ccc(cc1)Oc1cc(ccc1O)CC1N(C)CCc2c1cc(OC)c(c2)OC)C
OCC1OC(OC(=O)C23CCC4(C(=CCC5C4(C)CCC4C5(C)CCC(C4(C)CO)O)C3CC(CC2)(C)C)C)C(C(C1OC1OC(C(=O)O)C(C(C1O)O)O)O)O,1918,OCC1OC(OC(=O)C23CCC4(C(=CCC5C4(C)CCC4C5(C)CCC(C4(C)CO)O)C3CC(CC2)(C)C)C)C(C(C1OC1OC(C(=O)O)C(C(C1O)O)O)O)O
OCC1(C)C(CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C)OC1OCC(C(C1OC1OC(C)C(C(C1O)O)O)O)O,1919,OCC1(C)C(CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C)OC1OCC(C(C1OC1OC(C)C(C(C1O)O)O)O)O
OCC1(C)C(O)CCC2(C1CCC1(C2CC=C2C1(C)CCC1(C2CC(CC1)(C)C)C(=O)O)C)C,1920,OCC1(C)C(O)CCC2(C1CCC1(C2CC=C2C1(C)CCC1(C2CC(CC1)(C)C)C(=O)O)C)C
OCC1OC(OCC2CC(OC(=O)C34CCC(C4C4C(CC3)(C)C3(C)CCC5C(C3CC4)(C)CCC(C5(C)CC)OC3OCC(C(C3OC3OC(C)C(C(C3O)O)O)O)O)C(=C)C)C(C(C2O)O)O)C(C(C1OC1OC(C)C(C(C1O)O)O)O)O,1921,OCC1OC(OCC2CC(OC(=O)C34CCC(C4C4C(CC3)(C)C3(C)CCC5C(C3CC4)(C)CCC(C5(C)CC)OC3OCC(C(C3OC3OC(C)C(C(C3O)O)O)O)O)C(=C)C)C(C(C2O)O)O)C(C(C1OC1OC(C)C(C(C1O)O)O)O)O
OCC1OC(OCC2OC(OC(=O)C34CCC5(C(=CCC6C5(C)CCC5C6(C)CCC(C5(C)CO)O)C4CC(CC3)(C)C)C)C(C(C2O)O)O)C(C(C1OC1OC(C)C(C(C1O)O)O)O)O,1922,OCC1OC(OCC2OC(OC(=O)C34CCC5(C(=CCC6C5(C)CCC5C6(C)CCC(C5(C)CO)O)C4CC(CC3)(C)C)C)C(C(C2O)O)O)C(C(C1OC1OC(C)C(C(C1O)O)O)O)O
CCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C,1923,CCC1(C)C(O)CCC2(C1CCC1(C2CCC2C1(C)CCC1(C2C(CC1)C(=C)C)C(=O)O)C)C
CC1CCC(=C(C)C)C(=O)C1,1924,CC1CCC(=C(C)C)C(=O)C1
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC(=O)C)C,1925,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC(=O)C)C
OCC1OC(OCC2OC(OC(=O)C34CCC5(C(=CCC6C5(C)CCC5C6(C)CCC(C5(C)CO)OC5OCC(C(C5OC5OC(C)C(C(C5O)O)O)O)O)C4CC(CC3)(C)C)C)C(C(C2O)O)O)C(C(C1O)O)O,1926,OCC1OC(OCC2OC(OC(=O)C34CCC5(C(=CCC6C5(C)CCC5C6(C)CCC(C5(C)CO)OC5OCC(C(C5OC5OC(C)C(C(C5O)O)O)O)O)C4CC(CC3)(C)C)C)C(C(C2O)O)O)C(C(C1O)O)O
OC1CCC2(C(C1)CCC1C2C(O)CC2(C1CCC2O)C)C,1927,OC1CCC2(C(C1)CCC1C2C(O)CC2(C1CCC2O)C)C
OCC1OC(Oc2cc(O)cc3c2C(=O)/C(=C\c2ccc(c(c2)O)O)/O3)C(C(C1O)O)O,1928,OCC1OC(Oc2cc(O)cc3c2C(=O)/C(=C\c2ccc(c(c2)O)O)/O3)C(C(C1O)O)O
Oc1cc2O/C(=C\c3ccc(c(c3)O)O)/C(=O)c2c(c1)O,1929,Oc1cc2O/C(=C\c3ccc(c(c3)O)O)/C(=O)c2c(c1)O
CC(=CCCC(C1CCC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C)C,1930,CC(=CCCC(C1CCC2(C1(C)CCC1=C2CCC2C1(C)CCC(C2(C)C)O)C)C)C
OCC1(C)C(CCC2(C1CCC1(C2CC=C2C1(C)CCC1(C2CC(CC1)(C)C)C(=O)O)C)C)OC1OCC(C(C1OC1OC(C)C(C(C1O)O)O)O)O,1931,OCC1(C)C(CCC2(C1CCC1(C2CC=C2C1(C)CCC1(C2CC(CC1)(C)C)C(=O)O)C)C)OC1OCC(C(C1OC1OC(C)C(C(C1O)O)O)O)O
