SMILES,Ingre_ID,Canonical_SMILES
CC1=CCCC(C)C(=O)CC(C(=O)C1)C(C)C,17427,CC1=CCCC(C)C(=O)CC(C(=O)C1)C(C)C
NCCCCC(C(=O)O)N,17428,NCCCCC(C(=O)O)N
OCC1(C)C(CCC2(C1CCC1(C2CC=C2C1(C)CCC1(C2CC(CC1)(C)C)C(=O)O)C)C)OC1OCC(C(C1OC1OC(C)C(C(C1O)O)O)O)O,17429,OCC1(C)C(CCC2(C1CCC1(C2CC=C2C1(C)CCC1(C2CC(CC1)(C)C)C(=O)O)C)C)OC1OCC(C(C1OC1OC(C)C(C(C1O)O)O)O)O
CC(C1CCC(c2c1ccc(c2)C)C)C,17430,CC(C1CCC(c2c1ccc(c2)C)C)C
COc1ccc2c(c1CC(C(O)(C)C)O)oc(=O)cc2,17431,COc1ccc2c(c1CC(C(O)(C)C)O)oc(=O)cc2
CC(=CCCC1(C)C(CC=C(C)C)CC2(C(=O)C1(C(=O)C(C)C)C(=O)C(=C2O)CC=C(C)C)CC=C(C)C)C,17432,CC(=CCCC1(C)C(CC=C(C)C)CC2(C(=O)C1(C(=O)C(C)C)C(=O)C(=C2O)CC=C(C)C)CC=C(C)C)C
OCc1ccc2n1CCCC2=O,17433,OCc1ccc2n1CCCC2=O
CCC(=O)C1=C(O)C(=C(C(C1=O)(C)C)O)CC1=C(O)C(C(=O)C(=C1O)C(=O)C)(C)C,17434,CCC(=O)C1=C(O)C(=C(C(C1=O)(C)C)O)CC1=C(O)C(C(=O)C(=C1O)C(=O)C)(C)C
O=c1ccc2c(o1)cc1c(c2OCCCCOc2ccccc2)cco1,17435,O=c1ccc2c(o1)cc1c(c2OCCCCOc2ccccc2)cco1
O=CC=Cc1ccccc1,17436,O=CC=Cc1ccccc1
OCC1OC(OCC=Cc2ccc(cc2)O)C(C(C1OC(=O)C=Cc1ccc(c(c1)O)O)OC1OC(C)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O)O,17437,OCC1OC(OCC=Cc2ccc(cc2)O)C(C(C1OC(=O)C=Cc1ccc(c(c1)O)O)OC1OC(C)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O)O
CC(=CCCC(C1CC=C(C=C1)C)C)C,17438,CC(=CCCC(C1CC=C(C=C1)C)C)C
O=CC=Cc1ccccc1OC,17439,O=CC=Cc1ccccc1OC
CCCC(=O)c1c(O)c(CC2=C(O)C(C(=O)C(=C2O)C(=O)C)(C)C)c(c(c1O)CC1=C(O)C(C(=O)C(=C1O)C(=O)C)(C)C)O,17440,CCCC(=O)c1c(O)c(CC2=C(O)C(C(=O)C(=C2O)C(=O)C)(C)C)c(c(c1O)CC1=C(O)C(C(=O)C(=C1O)C(=O)C)(C)C)O
CC(C=CC1(O)C(=CC(=O)CC1(C)C)C)O,17441,CC(C=CC1(O)C(=CC(=O)CC1(C)C)C)O
Oc1cc2OCOc2cc1C1OCC2C1COC2c1ccc2c(c1)OCO2,17442,Oc1cc2OCOc2cc1C1OCC2C1COC2c1ccc2c(c1)OCO2
OC(=O)C(CC(=O)O)(CC(=O)O)O,17443,OC(=O)C(CC(=O)O)(CC(=O)O)O
OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4CC4C3C(C)C3(O4)CCC(CN3)C)C)C2)C)C(C(C1OC1OC(C)C(C(C1O)O)O)O)O,17444,OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4CC4C3C(C)C3(O4)CCC(CN3)C)C)C2)C)C(C(C1OC1OC(C)C(C(C1O)O)O)O)O
O=C(OC1CC(O)(CC(C1O)OC(=O)C=Cc1ccc(c(c1)O)O)C(=O)O)C=Cc1ccc(c(c1)O)O,17445,O=C(OC1CC(O)(CC(C1O)OC(=O)C=Cc1ccc(c(c1)O)O)C(=O)O)C=Cc1ccc(c(c1)O)O
COc1cc(C=CC(=O)O)ccc1O,17446,COc1cc(C=CC(=O)O)ccc1O
OCC1OC(OC2CCC3(C(C2)C(=O)CC2C3CCC3(C2(O)CCC3C(C(CCC(C)C)O)(O)C)C)C)C(C(C1O)O)O,17447,OCC1OC(OC2CCC3(C(C2)C(=O)CC2C3CCC3(C2(O)CCC3C(C(CCC(C)C)O)(O)C)C)C)C(C(C1O)O)O
CC1(C)C2CCC1(C)C=C2,17448,CC1(C)C2CCC1(C)C=C2
COC1CC(OC2CCC3(C(C2)(O)CCC2C3CCC3(C2(O)CCC3C2=CC(=O)OC2)C)C)OC(C1OC1OC(CO)C(C(C1O)O)O)C,17449,COC1CC(OC2CCC3(C(C2)(O)CCC2C3CCC3(C2(O)CCC3C2=CC(=O)OC2)C)C)OC(C1OC1OC(CO)C(C(C1O)O)O)C
OCC1OC(OC2CCC3(C(C2(C)C)CCC2(C3CC(O)C3C2(C)CCC3C(=C)CCC=C(C)C)C)C)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O,17450,OCC1OC(OC2CCC3(C(C2(C)C)CCC2(C3CC(O)C3C2(C)CCC3C(=C)CCC=C(C)C)C)C)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O
CN[C@H]([C@H](c1ccccc1)O)C,17451,CN[C@H]([C@H](c1ccccc1)O)C
CN[C@H]([C@@H](c1ccccc1)O)C,17452,CN[C@H]([C@@H](c1ccccc1)O)C
CC(=CCC1OC2C([C@]1(C)O)C(=O)C=C(C2)C)C,17453,CC(=CCC1OC2C([C@]1(C)O)C(=O)C=C(C2)C)C
C[C@@H]1CC[C@@]2(NC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC=C3[C@]([C@H]1CC2)(C)CC[C@@H](C3)O)C,17454,C[C@@H]1CC[C@@]2(NC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC=C3[C@]([C@H]1CC2)(C)CC[C@@H](C3)O)C
CCC(C1NC(=O)C2CCCN2C(=O)C2CCCN2C(=O)C2CCCN2C(=O)C(NC(=O)CNC(=O)CNC(=O)C(NC1=O)Cc1ccccc1)CC(C)C)C,17455,CCC(C1NC(=O)C2CCCN2C(=O)C2CCCN2C(=O)C2CCCN2C(=O)C(NC(=O)CNC(=O)CNC(=O)C(NC1=O)Cc1ccccc1)CC(C)C)C
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(=O)C2)C,17456,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(=O)C2)C
OCC1OC(Oc2ccc3c(c2)occ(c3=O)c2ccc(cc2)O)C(C(C1O)O)O,17457,OCC1OC(Oc2ccc3c(c2)occ(c3=O)c2ccc(cc2)O)C(C(C1O)O)O
OCC1OC(OC2C(O)C(OC(C2O)C)OC2CCC3(C(C2(C)CO)CCC2(C3C=CC34C2(C)CC(C2(C4CC(C)(C)CC2)CO3)O)C)C)C(C(C1O)O)O,17458,OCC1OC(OC2C(O)C(OC(C2O)C)OC2CCC3(C(C2(C)CO)CCC2(C3C=CC34C2(C)CC(C2(C4CC(C)(C)CC2)CO3)O)C)C)C(C(C1O)O)O
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C,17459,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)O)C
Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,17460,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O
OCC1O[C@@H](Oc2cc3O[C@H](CC(=O)c3c(c2)O)c2ccc(c(c2)OC)O)C(C([C@@H]1O)O)O,17461,OCC1O[C@@H](Oc2cc3O[C@H](CC(=O)c3c(c2)O)c2ccc(c(c2)OC)O)C(C([C@@H]1O)O)O
NC(C(=O)O)C(C)C,17462,NC(C(=O)O)C(C)C
OC1C(OC(C(C1O)O)COC(=O)c1ccccc1)OC12CC3C2(COC(=O)c2ccccc2)C2OC1(C)CC3(O2)O,17463,OC1C(OC(C(C1O)O)COC(=O)c1ccccc1)OC12CC3C2(COC(=O)c2ccccc2)C2OC1(C)CC3(O2)O
NC(C(=O)O)CSSCC(C(=O)O)N,17464,NC(C(=O)O)CSSCC(C(=O)O)N
OC1C(O)C(OC1c1cccc(n1)C(=O)N)COP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1ncnc2N)O)O,17465,OC1C(O)C(OC1c1cccc(n1)C(=O)N)COP(=O)(OP(=O)(OCC1OC(C(C1O)O)n1cnc2c1ncnc2N)O)O
OCC(C(c1ccc(c(c1)OC)O)O)Oc1c(OC)cc(cc1OC)O,17466,OCC(C(c1ccc(c(c1)OC)O)O)Oc1c(OC)cc(cc1OC)O
CCCC#CC#CC=CC(=O)O,17467,CCCC#CC#CC=CC(=O)O
CC1=CC2C(CC1)C(C)(O)CCC2C(C)C,17468,CC1=CC2C(CC1)C(C)(O)CCC2C(C)C
O=C1OC2C(C1=C)CC1(C(C2)(C)CCCC1=C)O,17469,O=C1OC2C(C1=C)CC1(C(C2)(C)CCCC1=C)O
COc1cc(C=CC(=O)OC(C(C(=O)O)(Cc2ccc(c(c2)O)O)O)C(=O)O)ccc1O,17470,COc1cc(C=CC(=O)OC(C(C(=O)O)(Cc2ccc(c(c2)O)O)O)C(=O)O)ccc1O
COc1c(OC)ccc2c1c[n+](C)c1c2ccc2c1cc1OCOc1c2,17471,COc1c(OC)ccc2c1c[n+](C)c1c2ccc2c1cc1OCOc1c2
COc1cc2cc3c1OC(C3C(=O)N1CCCCNCCCNC2CC(=O)NCCC1)c1ccc(cc1)O,17472,COc1cc2cc3c1OC(C3C(=O)N1CCCCNCCCNC2CC(=O)NCCC1)c1ccc(cc1)O
CCCCCCCC(CCCCCCCC(=O)O)O,17473,CCCCCCCC(CCCCCCCC(=O)O)O
OCC1OC(Oc2cc3occ(c(=O)c3c(c2OC)O)c2cc(O)c(c(c2)OC)OC)C(C(C1O)O)O,17474,OCC1OC(Oc2cc3occ(c(=O)c3c(c2OC)O)c2cc(O)c(c(c2)OC)OC)C(C(C1O)O)O
OC(=O)c1cc(O)c(c(c1)O)O,17475,OC(=O)c1cc(O)c(c(c1)O)O
OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4CC4C3C(C)C(O4)(OC)CCC(COC3OC(CO)C(C(C3O)O)O)C)C)C2)C)C(C(C1O)OC1OC(CO)C(C(C1O)O)O)OC1OC(C)C(C(C1O)O)O,17476,OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4CC4C3C(C)C(O4)(OC)CCC(COC3OC(CO)C(C(C3O)O)O)C)C)C2)C)C(C(C1O)OC1OC(CO)C(C(C1O)O)O)OC1OC(C)C(C(C1O)O)O
OC(=O)C12CCC3(C(=CC=C4C3(C)CCC3C4(C)CCC(=O)C3(C)C)C2CC(C(=O)C1)(C)C)C,17477,OC(=O)C12CCC3(C(=CC=C4C3(C)CCC3C4(C)CCC(=O)C3(C)C)C2CC(C(=O)C1)(C)C)C
Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,17478,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1
O=C(c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC1C(COC(=O)c2cc(O)c(c(c2)OC(=O)c2cc(O)c(c(c2)O)O)O)OC(C(C1OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O,17479,O=C(c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC1C(COC(=O)c2cc(O)c(c(c2)OC(=O)c2cc(O)c(c(c2)O)O)O)OC(C(C1OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O)OC(=O)c1cc(O)c(c(c1)OC(=O)c1cc(O)c(c(c1)O)O)O
O=C1C(O)C(C)C2(C3(C1C(C)(C)CCC3)C)CCC1(O2)C=COC1,17480,O=C1C(O)C(C)C2(C3(C1C(C)(C)CCC3)C)CCC1(O2)C=COC1
COc1ccc2c(c1CC1OC1(C)C)oc(=O)cc2,17481,COc1ccc2c(c1CC1OC1(C)C)oc(=O)cc2
COc1ccc(cc1OC)C1CC(=O)c2c(O1)c(OC)c(c(c2OC)OC)OC,17482,COc1ccc(cc1OC)C1CC(=O)c2c(O1)c(OC)c(c(c2OC)OC)OC
OCC1OC(OC2C(CO)OC(C(C2O)O)O)C(C(C1OC1OC(CO)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O)O)O,17483,OCC1OC(OC2C(CO)OC(C(C2O)O)O)C(C(C1OC1OC(CO)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O)O)O
Oc1ccc(cc1)C=Cc1cc(O)cc(c1)O,17484,Oc1ccc(cc1)C=Cc1cc(O)cc(c1)O
Oc1cc(OC(=O)c2cc(O)c(c(c2)O)O)c2c(c1)OC(C(C2)O)c1ccc(c(c1)O)O,17485,Oc1cc(OC(=O)c2cc(O)c(c(c2)O)O)c2c(c1)OC(C(C2)O)c1ccc(c(c1)O)O
OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4CC4C3C(C)C(O4)(O)CCC(COC3OC(CO)C(C(C3O)O)O)C)C)C2)C)C(C(C1OC1OC(C)C(C(C1O)O)O)O)OC1OC(C)C(C(C1O)O)O,17486,OCC1OC(OC2CCC3(C(=CCC4C3CCC3(C4CC4C3C(C)C(O4)(O)CCC(COC3OC(CO)C(C(C3O)O)O)C)C)C2)C)C(C(C1OC1OC(C)C(C(C1O)O)O)O)OC1OC(C)C(C(C1O)O)O
OCC1NCC(C(C1O)O)O,17487,OCC1NCC(C(C1O)O)O
CC(=CCc1c2OC(CC(=O)c2c(c2c1OC(C)(C)CC2)O)c1ccc(c(c1)O)O)C,17488,CC(=CCc1c2OC(CC(=O)c2c(c2c1OC(C)(C)CC2)O)c1ccc(c(c1)O)O)C
CCCC=CC=O,17489,CCCC=CC=O
OCC1OC(OC(=O)c2cc(O)c(c(c2)O)O)C2C(C1O)OC(=O)c1cc(O)c(c(c1c1c(C(=O)O2)cc(O)c(c1O)O)O)O,17490,OCC1OC(OC(=O)c2cc(O)c(c(c2)O)O)C2C(C1O)OC(=O)c1cc(O)c(c(c1c1c(C(=O)O2)cc(O)c(c1O)O)O)O
Oc1cc(O)c2c(c1)oc(c(c2=O)OC1OC(C(=O)O)C(C(C1O)O)O)c1cc(O)c(c(c1)O)O,17491,Oc1cc(O)c2c(c1)oc(c(c2=O)OC1OC(C(=O)O)C(C(C1O)O)O)c1cc(O)c(c(c1)O)O
OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@@]3(O4)CC[C@@H](CN3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,17492,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@@]3(O4)CC[C@@H](CN3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O
CCCOC(=O)CC,17493,CCCOC(=O)CC
OC1CC2(C)C(C(C1O)(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C,17494,OC1CC2(C)C(C(C1O)(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C
O=C1CC2C(C)(C)CCCC2(C2(C1C)CCC1(O2)C=COC1)C,17495,O=C1CC2C(C)(C)CCCC2(C2(C1C)CCC1(O2)C=COC1)C
COc1cc(ccc1OC)C1OCC2C1COC2c1cc(OC)c(c(c1)OC)OC,17496,COc1cc(ccc1OC)C1OCC2C1COC2c1cc(OC)c(c(c1)OC)OC
OC1COC(C(C1O)O)OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2C(C)(O)C(C)CC1)C(=O)O)C)C,17497,OC1COC(C(C1O)O)OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2C(C)(O)C(C)CC1)C(=O)O)C)C
COCC12CN(CC)C3C4(C2C(OC)C3C2(C3C4CC(C3OC(=O)c3ccc(cc3)OC)(C(C2O)OC)O)OC(=O)C)C(CC1O)OC,17498,COCC12CN(CC)C3C4(C2C(OC)C3C2(C3C4CC(C3OC(=O)c3ccc(cc3)OC)(C(C2O)OC)O)OC(=O)C)C(CC1O)OC
OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C)C,17499,OC1CCC2(C(C1(C)C)CCC1(C2CC=C2C1(C)CCC1(C2CC(C)(C)CC1)C(=O)O)C)C
OCC(OC1OC(C(C1O)OC1OC(C(C1O)O)C(CO)O)C(CO)O)CO,17500,OCC(OC1OC(C(C1O)OC1OC(C(C1O)O)C(CO)O)C(CO)O)CO
OCC1OC(OC(=O)C23CCC(C(C3C3=CCC4C(C3(CC2)C)(C)CCC2C4(C)CC(C(C2(C)C)O)O)(C)O)C)C(C(C1O)O)O,17501,OCC1OC(OC(=O)C23CCC(C(C3C3=CCC4C(C3(CC2)C)(C)CCC2C4(C)CC(C(C2(C)C)O)O)(C)O)C)C(C(C1O)O)O
OCCCC=CC(C(C#CC#CC=CC)O)OC1OC(CO)C(C(C1O)O)O,17502,OCCCC=CC(C(C#CC#CC=CC)O)OC1OC(CO)C(C(C1O)O)O
CCCCCCC=CC=CC#CC#CC=CCO,17503,CCCCCCC=CC=CC#CC#CC=CCO
NC(C(=O)O)C1CC1=C,17504,NC(C(=O)O)C1CC1=C
OCCCc1cc2C(CO)C(Oc2c(c1)OC)c1ccc(c(c1)OC)OC(Cc1ccc(c(c1)OC)O)CO,17505,OCCCc1cc2C(CO)C(Oc2c(c1)OC)c1ccc(c(c1)OC)OC(Cc1ccc(c(c1)OC)O)CO
O=CC1=COC(C2C1CCC2C)OC1OC(CO)C(C(C1O)O)O,17506,O=CC1=COC(C2C1CCC2C)OC1OC(CO)C(C(C1O)O)O
OCC1OC(OC2CCC3(C(C2(C)C)CCC2(C3CC=C3C2(C)CCC2(C3CC(C)(C)CC2)C(=O)OC2OC(CO)C(C(C2O)O)O)C)C)C(C(C1O)OC1OC(CO)C(C(C1O)O)O)OC1OC(CO)C(C(C1O)O)O,17507,OCC1OC(OC2CCC3(C(C2(C)C)CCC2(C3CC=C3C2(C)CCC2(C3CC(C)(C)CC2)C(=O)OC2OC(CO)C(C(C2O)O)O)C)C)C(C(C1O)OC1OC(CO)C(C(C1O)O)O)OC1OC(CO)C(C(C1O)O)O
OCC1OC(O)C(C(C1O)OC(C(=O)O)C)N,17508,OCC1OC(O)C(C(C1O)OC(C(=O)O)C)N
OCC(C(=O)O)N,17509,OCC(C(=O)O)N
OCC1OC2OC3C(O)CC4(C(C3(C)CO)CCC3(C4CC=C4C3(C)CC(C3(C4CC(C)(C)CC3)C(=O)OC3OCC(C(C3OC3OC(C(OC(=O)CC(CC(=O)OCC4OC(OC2C(C1O)O)C(O)C(C4O)O)(C)O)C(OC1OCC(C(C1O)O)O)C3O)C)O)O)O)C)C,17510,OCC1OC2OC3C(O)CC4(C(C3(C)CO)CCC3(C4CC=C4C3(C)CC(C3(C4CC(C)(C)CC3)C(=O)OC3OCC(C(C3OC3OC(C(OC(=O)CC(CC(=O)OCC4OC(OC2C(C1O)O)C(O)C(C4O)O)(C)O)C(OC1OCC(C(C1O)O)O)C3O)C)O)O)O)C)C
O=C1c2ccccc2c2c3c1nccc3cc1c2OCO1,17511,O=C1c2ccccc2c2c3c1nccc3cc1c2OCO1
CCCCCCCCCCCCCCCCCC(=O)OCC,17512,CCCCCCCCCCCCCCCCCC(=O)OCC
COc1cc(C=O)ccc1O,17513,COc1cc(C=O)ccc1O
COc1cc2c(cc1O)CC[n+]1c2cc2ccc(c(c2c1)OC)OC,17514,COc1cc2c(cc1O)CC[n+]1c2cc2ccc(c(c2c1)OC)OC
O=C(N1CCCCC1)C=CC=Cc1ccc2c(c1)OCO2,17515,O=C(N1CCCCC1)C=CC=Cc1ccc2c(c1)OCO2
O=CN(CCC#N)CCC#N,17516,O=CN(CCC#N)CCC#N
OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.[Cl-],17517,OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.[Cl-]
OCC1OC(OC2C(OCC(C2O)O)OC2CCC34C(C2(C)C)C(O)CC2C4(C3)CCC3(C2(C)CC(C3C2(C)CCC(O2)C(OC2OC(CO)C(C(C2O)O)O)(C)C)O)C)C(C(C1O)O)O,17518,OCC1OC(OC2C(OCC(C2O)O)OC2CCC34C(C2(C)C)C(O)CC2C4(C3)CCC3(C2(C)CC(C3C2(C)CCC(O2)C(OC2OC(CO)C(C(C2O)O)O)(C)C)O)C)C(C(C1O)O)O
COC(=O)C1(O)CC(O)C(C(C1)OC(=O)C=Cc1ccc(c(c1)O)O)O,17519,COC(=O)C1(O)CC(O)C(C(C1)OC(=O)C=Cc1ccc(c(c1)O)O)O
CC(=CCCC1(C)C2C1CCC(=C2)C)C,17520,CC(=CCCC1(C)C2C1CCC(=C2)C)C
CC(C1CCC2(C1(C)CCC13C2CCC2C3(C1)CCC(=O)C2(C)C)C)CCC=C(C(=O)O)C,17521,CC(C1CCC2(C1(C)CCC13C2CCC2C3(C1)CCC(=O)C2(C)C)C)CCC=C(C(=O)O)C
COc1cc(C=CC(=O)[O-])ccc1O.[Na+],17522,COc1cc(C=CC(=O)[O-])ccc1O.[Na+]
OC(=O)C(c1ccc(c(c1)O)O)(O)C,17523,OC(=O)C(c1ccc(c(c1)O)O)(O)C
C=C1CCC2(C1C2)C(C)C,17524,C=C1CCC2(C1C2)C(C)C
CC(=O)OC(C=CC(=O)C(C1C(O)CC2(C1(C)CC(=O)C1(C2CC=C2C1C=C(O)C(=O)C2(C)C)C)C)(O)C)(C)C,17525,CC(=O)OC(C=CC(=O)C(C1C(O)CC2(C1(C)CC(=O)C1(C2CC=C2C1C=C(O)C(=O)C2(C)C)C)C)(O)C)(C)C
NC(C(=O)O)CNC(=O)C(=O)O,17526,NC(C(=O)O)CNC(=O)C(=O)O
CC1CCC(C(=O)C1)C(C)C,17527,CC1CCC(C(=O)C1)C(C)C
O=C(C=Cc1ccccc1)OCc1ccccc1,17528,O=C(C=Cc1ccccc1)OCc1ccccc1
CC(=CCCC(C1=CC=C(CC1)C)C)C,17529,CC(=CCCC(C1=CC=C(CC1)C)C)C
COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O)cc(c2c(=O)c1OC1OC(C)C(C(C1O)O)O)O,17530,COc1ccc(cc1)c1oc2c(CC=C(C)C)c(O)cc(c2c(=O)c1OC1OC(C)C(C(C1O)O)O)O
OC(=O)C=Cc1ccc(cc1)O,17531,OC(=O)C=Cc1ccc(cc1)O
CCCC(=O)C1=C(O)C(=C(C(C1=O)(C)C)O)Cc1c(O)c(C)c(c(c1O)C(=O)CCC)O,17532,CCCC(=O)C1=C(O)C(=C(C(C1=O)(C)C)O)Cc1c(O)c(C)c(c(c1O)C(=O)CCC)O
OC(=O)CCC12CC32CCC2(C(C3CCC1C(=C)C)(C)CCC2C(CCC=C(C(=O)O)C)C)C,17533,OC(=O)CCC12CC32CCC2(C(C3CCC1C(=C)C)(C)CCC2C(CCC=C(C(=O)O)C)C)C
OCC1(O)COC(C1O)OCC1OC(OCc2ccccc2)C(C(C1O)O)O,17534,OCC1(O)COC(C1O)OCC1OC(OCc2ccccc2)C(C(C1O)O)O
OCC1OC(OC2CCC3(C(C2(C)C)CCC2(C3CCC3C2(C)CCC3C(OC2OC(CO)C(C(C2O)O)O)(CCC=C(C)C)C)C)C)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O,17535,OCC1OC(OC2CCC3(C(C2(C)C)CCC2(C3CCC3C2(C)CCC3C(OC2OC(CO)C(C(C2O)O)O)(CCC=C(C)C)C)C)C)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O
OCC1OC(OC2CCC3(C(C2(C)C)CCC2(C3CC(O)C3C2(C)CCC3C(=CCC=C(C)C)C)C)C)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O,17536,OCC1OC(OC2CCC3(C(C2(C)C)CCC2(C3CC(O)C3C2(C)CCC3C(=CCC=C(C)C)C)C)C)C(C(C1O)O)OC1OC(CO)C(C(C1O)O)O
OC1CC2(C)C(CC1O)C(=O)C=C1C2CCC2(C1(O)CCC2C(C(CCC(O)(C)C)O)(O)C)C,17537,OC1CC2(C)C(CC1O)C(=O)C=C1C2CCC2(C1(O)CCC2C(C(CCC(O)(C)C)O)(O)C)C
CC1OC(C)C(C(C1OS(=O)(=O)O)O)O,17538,CC1OC(C)C(C(C1OS(=O)(=O)O)O)O
OCC1OC(Oc2cc(O)cc3c2cc(OC2OC(CO)C(C(C2O)O)O)c([o+]3)c2ccc(c(c2)OC)O)C(C(C1O)O)O.[Cl-],17539,OCC1OC(Oc2cc(O)cc3c2cc(OC2OC(CO)C(C(C2O)O)O)c([o+]3)c2ccc(c(c2)OC)O)C(C(C1O)O)O.[Cl-]
CC=Cc1ccc(c(c1)OC)OC,17540,CC=Cc1ccc(c(c1)OC)OC
OCC1OC(OCC2OC(OC(=O)C34CCC5(C(=CCC6C5(C)CC(O)C5C6(C)CC(C(C5(C)CO)O)O)C4CC(CC3)(C)C)C)C(C(C2O)O)O)C(C(C1OC1OC(C)C(C(C1O)O)O)O)O,17541,OCC1OC(OCC2OC(OC(=O)C34CCC5(C(=CCC6C5(C)CC(O)C5C6(C)CC(C(C5(C)CO)O)O)C4CC(CC3)(C)C)C)C(C(C2O)O)O)C(C(C1OC1OC(C)C(C(C1O)O)O)O)O
OCc1ccc(o1)C=O,17542,OCc1ccc(o1)C=O
C=C1CCC2C(C1)C(CCC2=C)C(C)C,17543,C=C1CCC2C(C1)C(CCC2=C)C(C)C
CC1CCC(C(C1)O)C(C)C,17544,CC1CCC(C(C1)O)C(C)C
CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC1OC(CO)C(C(C1O)O)O)C,17545,CCC(C(C)C)CCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(C2)OC1OC(CO)C(C(C1O)O)O)C
COc1cc(C=CC(=O)NCCc2ccc(cc2)O)ccc1O,17546,COc1cc(C=CC(=O)NCCc2ccc(cc2)O)ccc1O
CC1=CCCC(=C)C2C(CC1)C(C2)(C)C,17547,CC1=CCCC(=C)C2C(CC1)C(C2)(C)C
CCCCCCCC/C=C/CCCCCCCc1cccc(c1C(=O)O)O,17548,CCCCCCCC/C=C/CCCCCCCc1cccc(c1C(=O)O)O
Oc1cc(O)c2c(c1)OC1(C(C2c2c(O1)cc(c1c2OC(C(C1)O)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O,17549,Oc1cc(O)c2c(c1)OC1(C(C2c2c(O1)cc(c1c2OC(C(C1)O)c1ccc(c(c1)O)O)O)O)c1ccc(c(c1)O)O
